抗菌药物通用名,匹配规则,规则等级
阿奇霉素,阿奇霉素糖浆,1
阿奇霉素,阿奇霉素细粒剂,1
阿奇霉素,阿奇霉素肠溶片,1
阿奇霉素,阿奇霉素肠溶胶囊,1
阿奇霉素,阿奇霉素胶囊,1
阿奇霉素,阿奇霉素葡萄糖注射液,1
阿奇霉素,阿奇霉素软胶囊,1
阿奇霉素,阿奇霉素颗粒,1
阿奇霉素,阿奇霉素颗粒(Ⅱ),1
阿奇霉素,阿红霉素,1
阿奇霉素,阿齐红霉素,1
阿奇霉素,阿齐霉素,1
阿奇霉素,雅瑞,1
阿奇霉素,露家康,1
阿奇霉素,顺峰康奇,1
阿奇霉素,马来酸阿奇霉素,1
阿奇霉素,马来酸阿奇霉素注射液,1
阿奇霉素,齐宏,1
阿奇霉素,齐诺,1
阿奇霉素,齐迈星,1
阿奇霉素,齐隆迈,1
阿奇霉素,.*阿奇霉素.*,2
阿奇霉素,.*阿奇红霉素.*,3
阿奇霉素,.*阿红霉素.*,3
阿奇霉素,.*阿齐红霉素.*,3
阿奇霉素,.*阿齐霉素.*,3
阿奇霉素,.*齐宏.*,4
阿奇霉素,.*赛奇.*,4
阿奇霉素,.*欣匹特.*,4
阿奇霉素,.*津博.*,4
阿奇霉素,.*维路得.*,4
阿奇霉素,.*琦玥.*,4
阿奇霉素,.*泰力特.*,4
阿奇霉素,.*弗奇.*,4
阿奇霉素,.*舒美特.*,4
阿奇霉素,.*爱米琦.*,4
阿奇霉素,.*安美钦.*,4
阿奇霉素,.*派奇.*,4
阿奇霉素,.*辰羽.*,4
阿奇霉素,.*洛奇.*,4
阿奇霉素,.*锋达齐.*,4
阿奇霉素,.*顺峰康奇.*,4
阿奇霉素,.*信达康.*,4
阿奇霉素,.*利力欣.*,4
阿奇霉素,.*维宏.*,4
阿奇霉素,.*其仙.*,4
阿奇霉素,.*劲诺.*,4
阿奇霉素,.*博抗.*,4
阿奇霉素,.*孚新.*,4
阿奇霉素,.*齐隆迈.*,4
阿奇霉素,.*圣诺灵.*,4
阿奇霉素,.*希舒美.*,4
阿奇霉素,.*那琦.*,4
阿奇霉素,.*君维清.*,4
阿奇霉素,.*丽珠奇乐.*,4
阿奇霉素,.*欣普瑞.*,4
阿奇霉素,.*因培康.*,4
阿奇霉素,.*露家康.*,4
阿奇霉素,.*奇诺.*,4
阿奇霉素,.*益欣.*,4
阿奇霉素,.*里奇.*,4
阿奇霉素,.*维宗.*,4
阿奇霉素,.*亦欧青.*,4
阿奇霉素,.*赛金沙.*,4
阿奇霉素,.*福瑞欣.*,4
阿奇霉素,.*齐迈星.*,4
阿奇霉素,.*赛乐欣.*,4
阿奇霉素,.*岩沙.*,4
阿奇霉素,.*抗力健.*,4
阿奇霉素,.*奇泰.*,4
阿奇霉素,.*再奇.*,4
阿奇霉素,.*亚思达.*,4
阿奇霉素,.*芙琦星.*,4
阿奇霉素,.*派芬.*,4
阿奇霉素,.*君洁.*,4
阿奇霉素,.*瑞奇.*,4
阿奇霉素,.*玉奇.*,4
阿奇霉素,.*尤尼克.*,4
阿奇霉素,.*瑞琦霖.*,4
阿奇霉素,.*利普欣.*,4
阿奇霉素,.*利可思.*,4
阿奇霉素,.*苏爽.*,4
阿奇霉素,.*明齐欣.*,4
阿奇霉素,.*滨齐.*,4
阿奇霉素,.*依诺达.*,4
阿奇霉素,.*泽奇.*,4
阿奇霉素,.*奇力青.*,4
阿奇霉素,.*普阳.*,4
阿奇霉素,.*浦乐齐.*,4
阿奇霉素,.*宾奇.*,4
阿奇霉素,.*开奇.*,4
阿奇霉素,.*快迪.*,4
阿奇霉素,.*利力凯.*,4
阿奇霉素,.*齐诺.*,4
阿奇霉素,.*奇谷美.*,4
阿奇霉素,.*林比.*,4
阿奇霉素,.*澳立平.*,4
阿奇霉素,.*悉美.*,4
阿奇霉素,.*亿松.*,4
阿奇霉素,.*雅瑞.*,4
阿奇霉素,.*百科德瑞.*,4
阿奇霉素,.*洛贝尔.*,4
阿奇霉素,.*金派奇.*,4
阿司米星,Astromicin,1
阿司米星,强壮霉素,1
阿司米星,武夷霉素,1
阿司米星,福提米星,1
阿司米星,福提霉素,1
阿司米星,阿司米星,1
阿司米星,阿司霉素,1
阿司米星,.*阿司米星.*,2
阿司米星,.*强壮霉素.*,3
阿司米星,.*武夷霉素.*,3
阿司米星,.*福提米星.*,3
阿司米星,.*福提霉素.*,3
阿司米星,.*阿司霉素.*,3
阿维巴坦,阿维巴坦,1
阿维巴坦,.*阿维巴坦.*,2
埃拉普林,iclaprim,1
埃拉普林,埃拉普林,1
埃拉普林,艾拉普林,1
埃拉普林,.*埃拉普林.*,2
埃拉普林,.*艾拉普林.*,3
艾氟康唑,efinaconazole,1
艾氟康唑,艾氟康唑,1
艾氟康唑,艾菲康唑,1
艾氟康唑,.*艾氟康唑.*,2
艾氟康唑,.*艾菲康唑.*,3
安妥沙星,Antofloxacin,1
安妥沙星,Antofloxacin Hydrochloride,1
安妥沙星,Antofloxacin Hydrochloride Tablets,1
安妥沙星,优朋,1
安妥沙星,安妥沙星,1
安妥沙星,盐酸安妥沙星,1
安妥沙星,盐酸安妥沙星片,1
安妥沙星,.*安妥沙星.*,2
安妥沙星,.*优朋.*,4
氨苯砜,dapsone,1
氨苯砜,Dapsone,1
氨苯砜,Dapsone Tablets,1
氨苯砜,二氨二苯砜,1
氨苯砜,对位氨基双苯砜,1
氨苯砜,氨苯砜,1
氨苯砜,氨苯砜片,1
氨苯砜,.*氨苯砜.*,2
氨苯砜,.*二氨二苯砜.*,3
氨苯砜,.*对位氨基双苯砜.*,3
氨苯砜,.*氨苯砜.*,3
氨苄西林,Ampicillin,1
氨苄西林,ampicillin,1
氨苄西林,Ampicillin Capsules,1
氨苄西林,Ampicillin for Suspension,1
氨苄西林,Ampicillin Granules,1
氨苄西林,Ampicillin Sodium,1
氨苄西林,Ampicillin Sodium for Injection,1
氨苄西林,Ampicillin Sodium For Injection,1
氨苄西林,Ampicillin sodium for Injection,1
氨苄西林,Ampicillin Sodium for lnjection,1
氨苄西林,Ampicillin Tablets,1
氨苄西林,Ampicillin Trihydrate,1
氨苄西林,Ampicillin　Capsules,1
氨苄西林,Ampicllin Sodium for Injection,1
氨苄西林,Ampicllin Tablets,1
氨苄西林,安必仙,1
氨苄西林,安比西林,1
氨苄西林,氨苄西林,1
氨苄西林,氨苄西林干混悬剂,1
氨苄西林,氨苄西林片,1
氨苄西林,氨苄西林胶囊,1
氨苄西林,氨苄西林钠,1
氨苄西林,氨苄西林颗粒,1
氨苄西林,氨苄青霉素,1
氨苄西林,注射用氨苄西林钠,1
氨苄西林,.*氨苄西林.*,2
氨苄西林,.*安比西林.*,3
氨苄西林,.*氨苄青霉素.*,3
氨苄西林,.*安必仙.*,4
氨苄西林丙磺舒,Ampicillin and Probenecid,1
氨苄西林丙磺舒,Ampicillin and Probenecid Capsules,1
氨苄西林丙磺舒,Ampicillin and Probenecid Dispersible Tablets,1
氨苄西林丙磺舒,Ampicillin and Probenecid Gapsules,1
氨苄西林丙磺舒,Ampicillin and Probenecid Granules,1
氨苄西林丙磺舒,Ampicillin and Probenecid Orally Disintegrating Tablets,1
氨苄西林丙磺舒,恩普洛,1
氨苄西林丙磺舒,普尼克斯,1
氨苄西林丙磺舒,氨苄西林-丙磺舒分散片,1
氨苄西林丙磺舒,氨苄西林-丙磺舒胶囊,1
氨苄西林丙磺舒,氨苄西林/丙磺舒,1
氨苄西林丙磺舒,氨苄西林丙磺舒,1
氨苄西林丙磺舒,氨苄西林丙磺舒分散片,1
氨苄西林丙磺舒,氨苄西林丙磺舒口腔崩解片,1
氨苄西林丙磺舒,氨苄西林丙磺舒胶囊,1
氨苄西林丙磺舒,氨苄西林丙磺舒颗粒,1
氨苄西林丙磺舒,艾罗迪,1
氨苄西林丙磺舒,.*氨苄西林.*丙磺舒.*,2
氨苄西林丙磺舒,.*氨苄西林/丙磺舒.*,3
氨苄西林丙磺舒,.*普尼克斯.*,4
氨苄西林丙磺舒,.*恩普洛.*,4
氨苄西林丙磺舒,.*艾罗迪.*,4
氨苄西林克拉维酸,ampicillin clavulanate,1
氨苄西林克拉维酸,氨苄西林/克拉维酸,1
氨苄西林克拉维酸,氨苄西林克拉维酸,1
氨苄西林克拉维酸,.*氨苄西林.*克拉维酸.*,2
氨苄西林克拉维酸,.*氨苄西林/克拉维酸.*,3
氨苄西林氯唑西林,Ampicillin and Cloxacillin,1
氨苄西林氯唑西林,Ampicillin and Cloxacillin Sodium Capsules,1
氨苄西林氯唑西林,Ampicillin Sodium and Cloxacillin sodium for Injection,1
氨苄西林氯唑西林,Ampicillin Sodium and Cloxacillin Sodium For Injection,1
氨苄西林氯唑西林,Ampicillin Sodium and Cloxacillin Sodium for Injection,1
氨苄西林氯唑西林,Ampicillin Sodium and Cloxacillin Sodium for Injetion,1
氨苄西林氯唑西林,氨苄西林/氯唑西林,1
氨苄西林氯唑西林,氨苄西林氯唑西林,1
氨苄西林氯唑西林,氨苄西林氯唑西林钠胶囊,1
氨苄西林氯唑西林,氨苄西林钠氯唑西林钠,1
氨苄西林氯唑西林,注射用氨苄西林钠氯唑西林钠,1
氨苄西林氯唑西林,舒安西林,1
氨苄西林氯唑西林,.*氨苄西林.*氯唑西林.*,2
氨苄西林氯唑西林,.*氨苄西林/氯唑西林.*,3
氨苄西林氯唑西林,.*氨苄西林钠氯唑西林钠.*,3
氨苄西林氯唑西林,.*舒安西林.*,3
氨苄西林舒巴坦,Ampici11in Sodium and Su1bactam Sodium for Injection,1
氨苄西林舒巴坦,Ampicillin and Sulbactam,1
氨苄西林舒巴坦,Ampicillin Sodium and Sulbactam Sodium for Injection,1
氨苄西林舒巴坦,Ampicillin Sodium and Sulbactam sodium for Injection,1
氨苄西林舒巴坦,Ampicillin Sodium and Sulbactam Sodium for lnjection,1
氨苄西林舒巴坦,Unasyn,1
氨苄西林舒巴坦,优立新,1
氨苄西林舒巴坦,凯兰欣,1
氨苄西林舒巴坦,凯德林,1
氨苄西林舒巴坦,安美丁,1
氨苄西林舒巴坦,强力安必仙,1
氨苄西林舒巴坦,施坦宁,1
氨苄西林舒巴坦,普舒,1
氨苄西林舒巴坦,次安林,1
氨苄西林舒巴坦,欣安林,1
氨苄西林舒巴坦,氨苄西林-舒巴坦,1
氨苄西林舒巴坦,氨苄西林-舒巴坦联合制剂,1
氨苄西林舒巴坦,氨苄西林舒巴坦,1
氨苄西林舒巴坦,氨苄西林钠舒巴坦钠,1
氨苄西林舒巴坦,氨苄青霉素/舒巴克坦,1
氨苄西林舒巴坦,注射用氨苄西林钠舒巴坦钠,1
氨苄西林舒巴坦,舒嘉青,1
氨苄西林舒巴坦,舒巴坦钠/氨苄西林,1
氨苄西林舒巴坦,舒敌,1
氨苄西林舒巴坦,舒氨新,1
氨苄西林舒巴坦,舒氨西林,1
氨苄西林舒巴坦,青霉烷砜/氨苄西林,1
氨苄西林舒巴坦,青霉烷砜/氨苄青霉素,1
氨苄西林舒巴坦,青霉矾氨苄,1
氨苄西林舒巴坦,.*氨苄西林.*舒巴坦.*,2
氨苄西林舒巴坦,.*氨苄青霉素.*舒巴克坦.*,2
氨苄西林舒巴坦,.*舒巴坦.*氨苄西林.*,2
氨苄西林舒巴坦,.*青霉烷砜.*氨苄西林.*,2
氨苄西林舒巴坦,.*青霉烷砜.*氨苄青霉素.*,2
氨苄西林舒巴坦,.*凯兰欣.*,3
氨苄西林舒巴坦,.*安美丁.*,3
氨苄西林舒巴坦,.*强力安必仙.*,3
氨苄西林舒巴坦,.*施坦宁.*,3
氨苄西林舒巴坦,.*次安林.*,3
氨苄西林舒巴坦,.*欣安林.*,3
氨苄西林舒巴坦,.*氨苄西林-舒巴坦.*,3
氨苄西林舒巴坦,.*氨苄西林-舒巴坦联合制剂.*,3
氨苄西林舒巴坦,.*氨苄西林钠舒巴坦钠.*,3
氨苄西林舒巴坦,.*氨苄青霉素/舒巴克坦.*,3
氨苄西林舒巴坦,.*舒嘉青.*,3
氨苄西林舒巴坦,.*舒巴坦钠/氨苄西林.*,3
氨苄西林舒巴坦,.*舒敌.*,3
氨苄西林舒巴坦,.*舒氨新.*,3
氨苄西林舒巴坦,.*舒氨西林.*,3
氨苄西林舒巴坦,.*青霉烷砜/氨苄西林.*,3
氨苄西林舒巴坦,.*青霉烷砜/氨苄青霉素.*,3
氨苄西林舒巴坦,.*青霉矾氨苄.*,3
氨苄西林舒巴坦,.*凯德林.*,4
氨苄西林舒巴坦,.*舒氨西林.*,4
氨苄西林舒巴坦,.*凯兰欣.*,4
氨苄西林舒巴坦,.*舒氨新.*,4
氨苄西林舒巴坦,.*普舒.*,4
氨苄西林舒巴坦,.*优立新.*,4
氨基水杨酸,4-aminosalicylic acid,1
氨基水杨酸,4-氨基水杨酸,1
氨基水杨酸,Calcium Aminosalicylate Tablets,1
氨基水杨酸,Sodium Aminosalicylade Tablets,1
氨基水杨酸,Sodium Aminosalicylate Enteric-coated Tablets,1
氨基水杨酸,Sodium Aminosalicylate Tablets,1
氨基水杨酸,SodiumAminosalicylateEnteric-coated Tablets,1
氨基水杨酸,对氨基水杨酸,1
氨基水杨酸,对氨基水杨酸钙片,1
氨基水杨酸,对氨基水杨酸钠片,1
氨基水杨酸,对氨基水杨酸钠肠溶片,1
氨基水杨酸,氨基水杨酸,1
氨基水杨酸,.*氨基水杨酸.*,2
氨基水杨酸,.*4-氨基水杨酸.*,3
氨基水杨酸,.*对氨基水杨酸.*,3
氨基水杨酸钙,calcium aminosalicylate,1
氨基水杨酸钙,氨基水杨酸钙,1
氨基水杨酸钙,.*氨基水杨酸钙.*,2
氨基水杨酸钠,sodium aminosalicylate,1
氨基水杨酸钠,Sodium Aminosalicylate,1
氨基水杨酸钠,Sodium Aminosalicylate for Injection,1
氨基水杨酸钠,对氨基水杨酸钠,1
氨基水杨酸钠,氨基水杨酸钠,1
氨基水杨酸钠,注射用对氨基水杨酸钠,1
氨基水杨酸钠,.*氨基水杨酸钠.*,2
氨硫脲,thioacetazone,1
氨硫脲,Thioacetazone Tablets,1
氨硫脲,氨硫脲,1
氨硫脲,氨硫脲片,1
氨硫脲,氨苯硫脲,1
氨硫脲,.*氨硫脲.*,2
氨硫脲,.*氨苯硫脲.*,3
氨硫脲和异烟肼,thioacetazone and isoniazid,1
氨硫脲和异烟肼,氨硫脲/异烟肼,1
氨硫脲和异烟肼,氨硫脲和异烟肼,1
氨硫脲和异烟肼,氨硫脲异烟肼,1
氨硫脲和异烟肼,.*氨硫脲.*异烟肼.*,2
氨硫脲和异烟肼,.*氨硫脲/异烟肼.*,3
氨硫脲和异烟肼,.*氨硫脲异烟肼.*,3
氨氯西林,Ampicloxacillin,1
氨氯西林,复方安比西林,1
氨氯西林,安洛欣,1
氨氯西林,氨唑西林,1
氨氯西林,氨唑青霉素钠,1
氨氯西林,氨氯西林,1
氨氯西林,氨氯西林钠,1
氨氯西林,氨氯青霉素,1
氨氯西林,氨氯青霉素钠,1
氨氯西林,氨苄邻氯青霉素,1
氨氯西林,淋必清,1
氨氯西林,白梦仙,1
氨氯西林,白萝仙,1
氨氯西林,美佳林,1
氨氯西林,.*氨氯西林.*,2
氨氯西林,.*复方安比西林.*,3
氨氯西林,.*安洛欣.*,3
氨氯西林,.*氨唑西林.*,3
氨氯西林,.*氨唑青霉素钠.*,3
氨氯西林,.*氨氯西林.*,3
氨氯西林,.*氨氯西林钠.*,3
氨氯西林,.*氨氯青霉素.*,3
氨氯西林,.*氨氯青霉素钠.*,3
氨氯西林,.*氨苄邻氯青霉素.*,3
氨氯西林,.*淋必清.*,3
氨氯西林,.*白梦仙.*,3
氨氯西林,.*白萝仙.*,3
氨氯西林,.*美佳林.*,3
氨曲南,Aztrenoam,1
氨曲南,Aztreonam,1
氨曲南,aztreonam,1
氨曲南,Aztreonam for Injection,1
氨曲南,Aztreonam For Injection,1
氨曲南,Aztreonam for injection,1
氨曲南,Aztreonam/Arginine,1
氨曲南,安曲南,1
氨曲南,氨曲南,1
氨曲南,氨曲南/精氨酸,1
氨曲南,注射用氨曲南,1
氨曲南,.*氨曲南.*,2
氨曲南,.*安曲南.*,3
奥利万星,oritavancin,1
奥利万星,奥利万星,1
奥利万星,.*奥利万星.*,2
奥莫康唑,omoconazole,1
奥莫康唑,奥莫康唑,1
奥莫康唑,.*奥莫康唑.*,2
奥索利酸,oxolinic acid,1
奥索利酸,奥索利酸,1
奥索利酸,.*奥索利酸.*,2
奥昔康唑,oxiconazole,1
奥昔康唑,Oxiconazole Nitrate,1
奥昔康唑,Oxiconazole Nitrate Cream,1
奥昔康唑,奥昔康唑,1
奥昔康唑,奥昔康唑硝酸盐,1
奥昔康唑,硝酸奥昔康唑,1
奥昔康唑,硝酸奥昔康唑乳膏,1
奥昔康唑,.*奥昔康唑.*,2
奥昔康唑,.*奥昔康唑硝酸盐.*,3
奥硝唑,Levornidazole,1
奥硝唑,Levornidazole and Sodium Chloride Injection,1
奥硝唑,Ornidazole,1
奥硝唑,ornidazole,1
奥硝唑,Ornidazole and Sodium Chloride Injection,1
奥硝唑,Ornidazole and Sodium Chloride lnjection,1
奥硝唑,Ornidazole Capsules,1
奥硝唑,Ornidazole Dispersible Tablets,1
奥硝唑,Ornidazole For Injection,1
奥硝唑,Ornidazole for Injection,1
奥硝唑,Ornidazole Injection,1
奥硝唑,Ornidazole Pian,1
奥硝唑,Ornidazole Suppositories,1
奥硝唑,Ornidazole Tablets,1
奥硝唑,Ornidazole Vaginal Effervescent Tablets,1
奥硝唑,Ornidazole Vaginal Suppositories,1
奥硝唑,Ornidazoleand Glucose Injection,1
奥硝唑,亚洁,1
奥硝唑,今达,1
奥硝唑,优伦,1
奥硝唑,优诺安,1
奥硝唑,傲宁,1
奥硝唑,内德滋,1
奥硝唑,固特,1
奥硝唑,圣诺,1
奥硝唑,圣诺安,1
奥硝唑,圣诺康,1
奥硝唑,奥博林,1
奥硝唑,奥硝唑,1
奥硝唑,奥硝唑分散片,1
奥硝唑,奥硝唑氯化钠注射液,1
奥硝唑,奥硝唑注射液,1
奥硝唑,奥硝唑片,1
奥硝唑,奥硝唑片(薄膜衣片),1
奥硝唑,奥硝唑胶囊,1
奥硝唑,奥硝唑葡萄糖注射液,1
奥硝唑,奥硝唑阴道栓,1
奥硝唑,奥硝唑阴道泡腾片,1
奥硝唑,奥立妥,1
奥硝唑,妥苏,1
奥硝唑,妥苏（玻璃输液瓶、聚丙烯输液瓶、直立式聚丙烯输液袋）,1
奥硝唑,左奥硝唑,1
奥硝唑,左奥硝唑氯化钠注射液,1
奥硝唑,普司立,1
奥硝唑,氯丙硝唑,1
奥硝唑,氯醇硝唑,1
奥硝唑,注射用奥硝唑,1
奥硝唑,泰方,1
奥硝唑,滴必露,1
奥硝唑,潇然,1
奥硝唑,瑞申,1
奥硝唑,甲硝咪氯丙醇,1
奥硝唑,美尔凯,1
奥硝唑,衡博来,1
奥硝唑,齐克,1
奥硝唑,.*奥硝唑.*,2
奥硝唑,.*氯丙硝唑.*,3
奥硝唑,.*氯醇硝唑.*,3
奥硝唑,.*滴必露.*,3
奥硝唑,.*甲硝咪氯丙醇.*,3
奥硝唑,.*瑞申.*,4
奥硝唑,.*美尔凯.*,4
奥硝唑,.*潇然.*,4
奥硝唑,.*妥苏.*,4
奥硝唑,.*傲宁.*,4
奥硝唑,.*奥立妥.*,4
奥硝唑,.*圣诺安.*,4
奥硝唑,.*奥博林.*,4
奥硝唑,.*固特.*,4
奥硝唑,.*今达.*,4
奥硝唑,.*普司立.*,4
奥硝唑,.*妥苏.*,4
奥硝唑,.*内德滋.*,4
奥硝唑,.*圣诺康.*,4
奥硝唑,.*泰方.*,4
奥硝唑,.*亚洁.*,4
奥硝唑,.*优诺安.*,4
奥硝唑,.*圣诺.*,4
奥硝唑,.*优伦.*,4
奥硝唑,.*衡博来.*,4
奥硝唑,.*齐克.*,4
奥珍沙星,ozenoxacin,1
奥珍沙星,奥泽沙星,1
奥珍沙星,奥珍沙星,1
奥珍沙星,.*奥珍沙星.*,2
奥珍沙星,.*奥泽沙星.*,3
巴氨西林,bacampicillin,1
巴氨西林,Bacampicillin Hydrochloride Tablets,1
巴氨西林,巴卡西林,1
巴氨西林,巴坎西林,1
巴氨西林,巴氨西林,1
巴氨西林,氨苄青霉素特戊酰氧甲酯,1
巴氨西林,氨苄青霉素甲戊酯,1
巴氨西林,氨苄青霉素碳酯,1
巴氨西林,洛美平,1
巴氨西林,盐酸巴氨西林片,1
巴氨西林,美洛平,1
巴氨西林,.*巴氨西林.*,2
巴氨西林,.*巴卡西林.*,3
巴氨西林,.*巴坎西林.*,3
巴氨西林,.*氨苄青霉素特戊酰氧甲酯.*,3
巴氨西林,.*氨苄青霉素甲戊酯.*,3
巴氨西林,.*氨苄青霉素碳酯.*,3
巴氨西林,.*洛美平.*,3
巴氨西林,.*美洛平.*,3
巴氨西林舒巴坦,bacampicillin and Sulbactam,1
巴氨西林舒巴坦,巴氨西林/舒巴坦,1
巴氨西林舒巴坦,巴氨西林舒巴坦,1
巴氨西林舒巴坦,.*巴氨西林.*舒巴坦.*,2
巴氨西林舒巴坦,.*巴氨西林/舒巴坦.*,3
巴龙霉素,paromomycin,1
巴龙霉素,PAROMOMYCIN SULFATE,1
巴龙霉素,Paromomycin Sulfate Tablets,1
巴龙霉素,巴母霉素,1
巴龙霉素,巴罗姆霉素,1
巴龙霉素,巴龙霉素,1
巴龙霉素,硫酸巴龙霉素,1
巴龙霉素,硫酸巴龙霉素片,1
巴龙霉素,.*巴龙霉素.*,2
巴龙霉素,.*巴母霉素.*,3
巴龙霉素,.*巴罗姆霉素.*,3
巴洛沙星,Balofloxacin,1
巴洛沙星,Balofloxacin Capsule,1
巴洛沙星,Balofloxacin Capsules,1
巴洛沙星,Balofloxacin Tablets,1
巴洛沙星,Balofloxacin tablets,1
巴洛沙星,天统,1
巴洛沙星,巴洛沙星,1
巴洛沙星,巴洛沙星片,1
巴洛沙星,巴洛沙星胶囊,1
巴洛沙星,巴罗沙星,1
巴洛沙星,恒捷,1
巴洛沙星,.*巴洛沙星.*,2
巴洛沙星,.*巴罗沙星.*,3
巴洛沙星,.*天统.*,4
巴洛沙星,.*恒捷.*,4
贝达喹啉,bedaquiline,1
贝达喹啉,Bedaquiline Fumarate Tablets,1
贝达喹啉,SIRTURO,1
贝达喹啉,富马酸贝达喹啉片,1
贝达喹啉,斯耐瑞,1
贝达喹啉,贝达喹啉,1
贝达喹啉,.*贝达喹啉.*,2
贝达喹啉,.*斯耐瑞.*,3
贝达喹啉,.*斯耐瑞.*,4
苯唑西林,oxacillin,1
苯唑西林,Oxacillin Sodium,1
苯唑西林,Oxacillin Sodium Capsules,1
苯唑西林,Oxacillin Sodium for Iniection,1
苯唑西林,Oxacillin Sodium for Injection,1
苯唑西林,Oxacillin Sodium For Injection,1
苯唑西林,Oxacillin Sodium Tablets,1
苯唑西林,Oxacinllin Sodium for Injection,1
苯唑西林,新青Ⅱ,1
苯唑西林,新青霉素Ⅱ,1
苯唑西林,新青霉素Ⅱ钠,1
苯唑西林,注射用苯唑西林钠,1
苯唑西林,苯唑西林,1
苯唑西林,苯唑西林钠,1
苯唑西林,苯唑西林钠(口服),1
苯唑西林,苯唑西林钠片,1
苯唑西林,苯唑西林钠胶囊,1
苯唑西林,苯唑青,1
苯唑西林,苯唑青霉素,1
苯唑西林,苯唑青霉素钠,1
苯唑西林,苯甲异恶唑青霉素钠,1
苯唑西林,.*苯唑西林.*,2
苯唑西林,.*新青Ⅱ.*,3
苯唑西林,.*新青霉素Ⅱ.*,3
苯唑西林,.*新青霉素Ⅱ钠.*,3
苯唑西林,.*苯唑西林钠.*,3
苯唑西林,.*苯唑青.*,3
苯唑西林,.*苯唑青霉素.*,3
苯唑西林,.*苯唑青霉素钠.*,3
苯唑西林,.*苯甲异恶唑青霉素钠.*,3
比阿培南,Biapenem,1
比阿培南,biapenem,1
比阿培南,Biapenem for Injection,1
比阿培南,Biapenem for injection,1
比阿培南,Biapenem For Injection,1
比阿培南,华劲,1
比阿培南,天册,1
比阿培南,安信,1
比阿培南,比阿培南,1
比阿培南,注射用比阿培南,1
比阿培南,诺加南,1
比阿培南,.*比阿培南.*,2
比阿培南,.*诺加南.*,4
比阿培南,.*天册.*,4
比阿培南,.*安信.*,4
比阿培南,.*华劲.*,4
吡咯米酸,piromidic acid,1
吡咯米酸,吡乙酸三氮萘,1
吡咯米酸,吡咯嘧啶酸,1
吡咯米酸,吡咯甲酸,1
吡咯米酸,吡咯米酸,1
吡咯米酸,吡咯酸,1
吡咯米酸,.*吡咯米酸.*,2
吡咯米酸,.*吡乙酸三氮萘.*,3
吡咯米酸,.*吡咯嘧啶酸.*,3
吡咯米酸,.*吡咯甲酸.*,3
吡咯米酸,.*吡咯酸.*,3
吡咯尼群,pyrrolnitrin,1
吡咯尼群,吡咯尼群,1
吡咯尼群,硝吡咯菌素,1
吡咯尼群,.*吡咯尼群.*,2
吡咯尼群,.*硝吡咯菌素.*,3
吡哌酸,Bipemidic Acid Tablets,1
吡哌酸,Pipcmidic Acid Tablets,1
吡哌酸,Pipcmidic tablets,1
吡哌酸,Pipemidic acid,1
吡哌酸,Pipemidic Acid,1
吡哌酸,pipemidic acid,1
吡哌酸,PIPEMIDIC ACID CAPSULES,1
吡哌酸,Pipemidic Acid Capsules,1
吡哌酸,pipemidic acid tablets,1
吡哌酸,Pipemidic Acid Tablets,1
吡哌酸,Pipemidic acid Tablets,1
吡哌酸,Pipemidic Acid Tadiets,1
吡哌酸,Pipemidic AcidTablets,1
吡哌酸,Pipemidic Capsules,1
吡哌酸,Pipemidic Tablets,1
吡哌酸,Pipemidic　Acid　Tablets,1
吡哌酸,Pipemidie Acid Tablets,1
吡哌酸,Pipenidic Acid Capsules,1
